"","id","course_name","credits"
"1208","THETR-152","Introduction to Stagecraft",3
"1209","THETR-153","Theatre Sound Lab",3
"1210","THETR-187","Intro to Stage Management",3
"1211","THETR-191","The Freshman Experience",3
"1212","THETR-200","Theatre Practicum: Performance",1
"1213","THETR-202","Theatre Practicum: Production",3
"1214","THETR-221","Voice and Movement for Actors",3
"1215","THETR-233","Introduction to Singing for the Stage: Classic Musical Comedies",3
"1216","THETR-260","Broadway Musicals",1
"1217","THETR-265","Introduction to Theatre: Prehistory to Melodrama",1
"1218","THETR-266","Intro to Theatre: 20th Century",3
"1219","THETR-267","Introduction to Theatre: Contemporary American",3
"1220","THETR-281","Arts Administration I",3
"1221","THETR-291","Professional Development",3
"1222","THETR-322","Acting for the Camera",3
"1223","THETR-323","Audition Training",3
"1224","THETR-329","Acting II",2
"1225","THETR-333","Singing for the Stage: Rock, Pop, & Progressive",3
"1226","THETR-334","Singing for the Stage: Musicals From the Golden Age",3
"1227","THETR-351","Set Design",3
"1228","THETR-375","Directing I",1
"1229","THETR-377","Playwriting",4
"1230","THETR-384","The Art and Artistry of Calling a Show",3
"1231","THETR-425","Advanced Scene Study",3
"1232","THETR-433","Advanced Singing for the Stage: Broadway Musicals Today",3
"1233","THETR-437","Staged Reading of Classic Musical",1
"1234","THETR-459","Lighting Design II",3
"1235","THETR-461","Play Analysis",3
"1236","THETR-475","Directing II",4
"1237","THETR-477","Playwriting II",2
"1238","THETR-481","Arts Administration II",3
"1239","THETR-488","Professional Internships",2
"1240","THETR-489","Performance Studies",3
"1241","THETR-503","Developing Screenplays: the Hoberman Workshop",2
"1242","THETR-508","Capstone Experience",3
"1243","THETR-510","Independent Study",3
"1244","THETR-H510","Honors Independent Study",3
"1245","THETR-H555","Senior Honor's Project",4
"1246","UES-101","Environmental Studies",3
"1247","UES-107","Introduction to Drones",3
"1248","UES-L107","Introduction to Drones Lab",4
"1249","UES-L108","Drone Flight Course",3
"1250","UES-109","Urban Sustainability Bootcamp",4
"1251","UES-111","Environmental Science",3
"1252","UES-L111","Environmental Science Lab",3
"1253","UES-115","Organic Chemistry Bootcamp",3
"1254","UES-121","Science, Art, and the Environment",2
"1255","UES-L121","Science, Art, and the Environment Lab",3
"1256","UES-211","Environmental Science II",3
"1257","UES-L211","Environmental Science II Lab",4
"1258","UES-225","Geographical Information Science",1
"1259","UES-L225","Geographic Information Science Lab",3
"1260","UES-226","Drones Applications for Environmental Analysis",3
"1261","UES-L226","Drones Applications for Environmental Analysis Lab",3
"1262","UES-255","Chemistry and the Environment",1
"1263","UES-L255","Chemistry and the Environment Laboratory",3
"1264","UES-270","SL-Understanding Wetlands Through Citizen Science",3
"1265","UES-H270","Honors SL Understanding Wetlands Through Citizen Science",3
"1266","UES-301","Issues in Environmental Justice",3
"1267","UES-310","SL-The Civilian Conservation Corps and the American Landscape",3
"1268","UES-315","Foundations of Environmental Education",3
"1269","UES-320","Advanced Wetlands Exploration",3
"1270","UES-321","Introduction to Permaculture",3
"1271","UES-322","Wetlands in the Literature",3
"1272","UES-323","Advanced New England Wetlands Exploration",1
"1273","UES-325","Environmental History of the U.S.",3
"1274","UES-330","Research Methods",3
"1275","UES-350","Community Food Systems",1
"1276","UES-390","Sustainability & Development",3
"1277","UES-401","Environmental Senior Project",3
"1278","UES-410","Marine Biogeochemistry",3
"1279","UES-425","Cues Environmental Projects",3
"1280","UES-430","Oceans & Coasts",3
"1281","UES-500","Experiential Learning in Environmental Science/Studies",3
"1282","UES-503","Local Internship",3
"1283","UES-505","Global Internship",3
"1284","UES-510","Independent Study",3
"1285","UES-H510","Honors Independent Study",3
"1286","UES-511","Professional Development Module",3
"1287","UES-555","Senior Thesis",3
"1288","UES-H555","Honors Senior Thesis",3
"1289","WGS-111","Women, History, and Culture",3
"1290","WGS-H111","Women, History, & Culture",3
"1291","WGS-113","Women, Science, and Society",4
"1292","WGS-115","Introduction to Gender Studies",3
"1293","WGS-211","Heroines, Hotties & Hubris: Adolescent Girl's Books",3
"1294","WGS-220","Other Worlds, Other Genders: Women and Science Fiction",3
"1295","WGS-230","Bad Boys: Representations of Masculinity In Popular Culture",1
"1296","WGS-235","Gender and Sexuality in Visual Culture",3
"1297","WGS-240","Feminist Literature",3
"1298","WGS-311","Engendering Entertainment: Feminism and Popular Culture",3
"1299","WGS-315","Feminist Thought",3
"1300","WGS-325","Global Women's Fiction",3
"1301","WGS-H325","Global Women's Fiction",3
"1302","WGS-330","Furies to Femi-Nazis: A History of Modern Anti-Feminism",3
"1303","WGS-335","Queer Narratives",3
"1304","WGS-340","Women on Stage",3
"1305","WGS-510","Independent Study",3
"1306","WRI-100","Developmental Writing I",3
"1307","WRI-100+","Developmental Writing - Tutorial Section",1
"1308","WRI-100T","Weekly Individual Tutorial Section",3
"1309","WRI-101","First Year Writing I",1
"1310","WRI-L101","Developmental Writing 101 Lab",3
"1311","WRI-102","First Year Writing II",3
"1312","WRI-H102","Honors First Year Writing II",3
"1313","WRI-H103","Advanced First Year Writing",3
