"","student_id","course_id","completion_date"
"1352",16218,"PHIL-210",2020-06-15
"1353",70941,"CAS-263",2020-06-15
"1354",64795,"THETR-153",2020-06-15
"1355",10153,"ADFA-S510",2020-06-14
"1356",63888,"HST-336",2020-06-14
"1357",30038,"ADPR-285",2020-06-14
"1358",19293,"BIO-LV111",2020-06-14
"1359",42812,"PSYCH-510",2020-06-14
"1360",30359,"POLS-524",2020-06-14
"1361",93877,"CAS-401",2020-06-14
"1362",99722,"THETR-425",2020-06-14
"1363",80243,"BIO-203",2020-06-14
"1364",29185,"HST-292",2020-06-13
"1365",66713,"CJN-353",2020-06-13
"1366",46163,"BIO-216",2020-06-13
"1367",23069,"CJU-231",2020-06-13
"1368",45739,"CJN-301",2020-06-13
"1369",29940,"UES-430",2020-06-12
"1370",30038,"UES-310",2020-06-12
"1371",64635,"CAS-H222",2020-06-12
"1372",82746,"ENG-395",2020-06-12
"1373",86790,"UES-410",2020-06-12
"1374",60738,"PSYCH-313",2020-06-12
"1375",80975,"CI-135",2020-06-11
"1376",24459,"CJN-361",2020-06-10
"1377",25648,"CJN-2080",2020-06-10
"1378",78120,"CJU-H555",2020-06-10
"1379",42621,"CJN-480",2020-06-10
"1380",99647,"ALS-510",2020-06-10
"1381",22991,"HST-H465",2020-06-10
"1382",24459,"UES-315",2020-06-09
"1383",71984,"BIO-302",2020-06-09
"1384",65617,"CI-114",2020-06-09
"1385",84155,"POLS-502",2020-06-09
"1386",56070,"ARH-203",2020-06-08
"1387",71608,"HST-374",2020-06-08
"1388",90841,"CI-112",2020-06-08
"1389",48621,"FR-216",2020-06-07
"1390",49128,"SOC-329",2020-06-07
"1391",37809,"CHEM-112",2020-06-06
"1392",97400,"UES-226",2020-06-05
"1393",47886,"HST-100",2020-06-05
"1394",63416,"SF-174",2020-06-05
"1395",11793,"SPAN-101",2020-06-05
"1396",14192,"GVT-180",2020-06-04
"1397",91204,"CI-H133",2020-06-04
"1398",46163,"ADG-S201",2020-06-04
"1399",36716,"GCS-503",2020-06-03
"1400",25648,"HST-289",2020-06-03
"1401",33330,"EDUC-510",2020-06-03
"1402",47461,"ADPR-489",2020-06-03
"1403",50187,"ADF-S166",2020-06-03
"1404",86790,"PHYS-500",2020-06-03
"1405",77421,"ADG-224",2020-06-03
"1406",80975,"CHEM-211",2020-06-03
"1407",83499,"MATH-462",2020-06-03
"1408",40058,"ADF-S166",2020-06-02
"1409",36716,"CJU-285",2020-06-02
"1410",98788,"CJN-H555",2020-06-02
"1411",79067,"CI-161",2020-06-02
"1412",22991,"SOC-348",2020-06-02
"1413",62892,"MUH-101",2020-06-02
"1414",29185,"EC-480",2020-06-01
"1415",62964,"SCI-H106",2020-06-01
"1416",19989,"CI-177",2020-06-01
"1417",19989,"PHIL-265",2020-06-01
"1418",99647,"ADI-S304",2020-06-01
"1419",16218,"PSYCH-H216",2020-05-31
"1420",86994,"ALS-373",2020-05-31
"1421",98788,"ENG-123",2020-05-31
"1422",27820,"PHIL-E123",2020-05-31
"1423",80243,"SCI-112",2020-05-31
"1424",29940,"RAD-L324",2020-05-30
"1425",46282,"ENG-213",2020-05-30
"1426",76413,"CJN-510",2020-05-30
"1427",39025,"POLS-223",2020-05-29
"1428",19989,"SCI-184",2020-05-29
"1429",90841,"RAD-435",2020-05-29
"1430",22991,"PHIL-127",2020-05-29
"1431",92039,"CHEM-L112",2020-05-29
"1432",16460,"CJN-225",2020-05-28
"1433",86790,"RAD-L314",2020-05-28
"1434",89498,"UES-310",2020-05-28
"1435",29185,"HST-304",2020-05-27
"1436",52131,"HST-268",2020-05-27
"1437",77051,"CI-H106",2020-05-27
"1438",24459,"HST-357",2020-05-26
"1439",14192,"BIO-L225",2020-05-26
"1440",80051,"CAS-H292",2020-05-26
"1441",79067,"CJN-352",2020-05-26
"1442",61236,"CI-157",2020-05-26
"1443",90841,"THETR-281",2020-05-26
"1444",84869,"RS-112",2020-05-26
"1445",81957,"PSYCH-H216",2020-05-25
"1446",93198,"POLS-245",2020-05-25
"1447",11793,"ADPR-260",2020-05-25
"1448",27820,"EDUC-215",2020-05-24
"1449",10153,"BIO-H105",2020-05-23
"1450",29150,"PSYCH-346",2020-05-23
"1451",50335,"GCS-H510",2020-05-23
"1452",47461,"SF-H197",2020-05-23
"1453",62892,"WGS-315",2020-05-23
"1454",76350,"SPAN-300",2020-05-23
"1455",41038,"RAD-L311",2020-05-22
"1456",88940,"HST-H510",2020-05-22
"1457",99647,"ADPR-217",2020-05-22
"1458",49245,"CJU-134",2020-05-22
"1459",19721,"ADPR-409",2020-05-21
"1460",86790,"POLS-H503",2020-05-21
"1461",18343,"ENG-356",2020-05-20
"1462",64712,"HST-100",2020-05-20
"1463",63888,"SOC-227",2020-05-19
"1464",76946,"HST-484",2020-05-19
"1465",51979,"ARAB-101",2020-05-19
"1466",92039,"POLS-H361",2020-05-19
"1467",56070,"ALS-385",2020-05-18
"1468",76033,"MATH-123",2020-05-18
"1469",67031,"ADPR-317",2020-05-18
"1470",60738,"SOC-256",2020-05-18
"1471",70941,"ADFA-S344",2020-05-17
"1472",53742,"ENG-389",2020-05-17
"1473",90389,"RAD-L313",2020-05-17
"1474",76413,"CAS-102",2020-05-17
"1475",24459,"THETR-H510",2020-05-16
"1476",81536,"CAS-H222",2020-05-16
"1477",42812,"ENG-514",2020-05-16
"1478",50335,"SPAN-510",2020-05-15
"1479",79067,"SCI-L111",2020-05-15
"1480",38657,"PHIL-261",2020-05-15
"1481",76413,"EC-151",2020-05-15
"1482",88187,"HST-358",2020-05-15
"1483",89727,"SOC-H555",2020-05-14
"1484",74850,"CHEM-L355",2020-05-14
"1485",40058,"UES-L211",2020-05-14
"1486",75918,"CI-116",2020-05-14
"1487",41429,"ENG-H348",2020-05-14
"1488",81971,"PHIL-H314",2020-05-13
"1489",40058,"PHIL-510",2020-05-13
"1490",61236,"POLS-276",2020-05-13
"1491",32664,"CAS-H525",2020-05-13
"1492",77051,"ALS-360",2020-05-12
"1493",25208,"BIO-254",2020-05-12
"1494",64795,"UES-121",2020-05-11
"1495",56070,"THETR-375",2020-05-11
"1496",42812,"ENG-357",2020-05-11
"1497",29746,"PHIL-E127",2020-05-10
"1498",76946,"ADI-S215",2020-05-10
"1499",83910,"ADFA-HS510",2020-05-10
"1500",17872,"HST-426",2020-05-10
"1501",80975,"ADFA-S372",2020-05-10
"1502",60738,"ENG-387",2020-05-10
"1503",12893,"WGS-H111",2020-05-09
"1504",13444,"POLS-347",2020-05-09
"1505",76350,"ADI-S215",2020-05-09
"1506",46163,"SOC-352",2020-05-08
"1507",39193,"HST-340",2020-05-08
"1508",99647,"HST-348",2020-05-08
"1509",47461,"ENG-391",2020-05-06
"1510",99722,"CHEM-411",2020-05-06
"1511",32664,"CAS-555",2020-05-06
"1512",92039,"BIO-L403",2020-05-06
"1513",24856,"CJN-381",2020-05-06
"1514",29185,"ARH-321",2020-05-05
"1515",50335,"POLS-H361",2020-05-05
"1516",27820,"ENG-124",2020-05-05
"1517",99722,"POLS-H225",2020-05-05
"1518",80051,"POLS-526",2020-05-04
"1519",39025,"POLS-H361",2020-05-04
"1520",86716,"ALS-383",2020-05-04
"1521",65564,"PHIL-440",2020-05-04
"1522",79067,"SCI-111",2020-05-04
"1523",60738,"BIO-L225",2020-05-04
"1524",30135,"HST-375",2020-05-03
"1525",86994,"SOC-113",2020-05-03
"1526",81536,"ENG-388",2020-05-03
"1527",79067,"CI-121",2020-05-03
"1528",45739,"EDUC-510",2020-05-03
"1529",63416,"CI-171",2020-05-02
"1530",30038,"CJU-232",2020-05-02
"1531",19989,"PHIL-416",2020-05-02
"1532",82393,"CAS-263",2020-05-02
"1533",57282,"PHIL-416",2020-05-01
"1534",38657,"CJN-222",2020-05-01
"1535",14562,"ADG-S202",2020-05-01
"1536",63888,"PHIL-H314",2020-04-30
"1537",15345,"HST-336",2020-04-30
"1538",19293,"PHIL-416",2020-04-30
"1539",92039,"CJN-303",2020-04-30
"1540",71984,"THETR-425",2020-04-29
"1541",21343,"ARH-203",2020-04-29
"1542",81971,"POLS-391",2020-04-29
"1543",56094,"SPAN-201",2020-04-29
"1544",66713,"CJN-357",2020-04-28
"1545",14910,"THETR-384",2020-04-28
"1546",42812,"BIO-203",2020-04-28
"1547",17589,"CJN-490",2020-04-28
"1548",41474,"CI-143",2020-04-27
"1549",86716,"CI-H106",2020-04-27
"1550",51979,"ADPR-409",2020-04-27
"1551",41429,"PHIL-H316",2020-04-27
"1552",68226,"MATH-275",2020-04-27
"1553",46451,"SF-182",2020-04-27
"1554",19721,"RAD-L315",2020-04-26
"1555",30500,"PSYCH-280",2020-04-26
"1556",98788,"THETR-322",2020-04-25
"1557",61236,"RAD-L312",2020-04-25
"1558",89111,"EDUC-214",2020-04-25
"1559",88187,"ENG-H510",2020-04-25
"1560",92039,"BIO-500",2020-04-25
"1561",32948,"SF-194",2020-04-24
"1562",81536,"CJN-403",2020-04-23
"1563",42621,"WGS-335",2020-04-22
"1564",24459,"POLS-H120",2020-04-21
"1565",80093,"SPAN-426",2020-04-21
"1566",15345,"UES-H270",2020-04-21
"1567",15738,"POLS-389",2020-04-21
"1568",42812,"ADFA-S381",2020-04-21
"1569",41429,"THETR-151",2020-04-21
"1570",95820,"PSYCH-H311",2020-04-21
"1571",46346,"ADI-S398",2020-04-21
"1572",17872,"PHIL-362",2020-04-20
"1573",23069,"MATH-H510",2020-04-20
"1574",18343,"CHEM-411",2020-04-19
"1575",71409,"CJN-301",2020-04-19
"1576",49128,"CHIN-101",2020-04-19
"1577",22991,"CHEM-L211",2020-04-19
"1578",87753,"CHEM-H112",2020-04-19
"1579",97400,"CMPSC-F131",2020-04-18
"1580",31500,"PHIL-120",2020-04-18
"1581",76379,"CI-H106",2020-04-18
"1582",76379,"POLS-110",2020-04-18
"1583",26183,"UES-503",2020-04-18
"1584",83499,"POLS-365",2020-04-18
"1585",87753,"RAD-416",2020-04-18
"1586",55554,"ADI-H510",2020-04-18
"1587",11793,"KOR-101",2020-04-18
"1588",68934,"ADFA-S251",2020-04-17
"1589",92039,"ENG-H525",2020-04-17
"1590",49245,"ARH-321",2020-04-17
"1591",65617,"ARH-316",2020-04-16
"1592",29940,"CHEM-L314",2020-04-15
"1593",35855,"CI-H112",2020-04-15
"1594",26942,"CHEM-428",2020-04-15
"1595",19293,"THETR-129",2020-04-15
"1596",91764,"PHIL-440",2020-04-15
"1597",99352,"UES-401",2020-04-15
"1598",76350,"HST-374",2020-04-15
"1599",65247,"HST-150",2020-04-15
"1600",14562,"HST-H510",2020-04-14
"1601",93877,"HST-396",2020-04-14
"1602",24459,"CJN-105",2020-04-12
"1603",59472,"PHIL-261",2020-04-12
"1604",88940,"CJN-510",2020-04-12
"1605",77051,"ADI-S201",2020-04-12
"1606",35855,"PHIL-228",2020-04-11
"1607",30957,"SPAN-410",2020-04-11
"1608",97071,"MATH-512",2020-04-10
"1609",62964,"HST-101",2020-04-10
"1610",35855,"MATH-265",2020-04-10
"1611",80051,"ADI-306",2020-04-10
"1612",53188,"PSYCH-341",2020-04-10
"1613",46163,"ADI-223",2020-04-10
"1614",67539,"HST-251",2020-04-09
"1615",29150,"MATH-121",2020-04-09
"1616",71608,"ADG-400",2020-04-09
"1617",91204,"SCI-L173",2020-04-09
"1618",77051,"PSYCH-H114",2020-04-09
"1619",97258,"ENG-170",2020-04-09
"1620",32229,"WRI-102",2020-04-09
"1621",89498,"ADF-110",2020-04-09
"1622",97400,"ADF-S123",2020-04-08
"1623",97400,"POLS-H533",2020-04-08
"1624",10446,"ARH-321",2020-04-08
"1625",67699,"CI-177",2020-04-07
"1626",35855,"THETR-329",2020-04-07
"1627",81971,"PHIL-211",2020-04-07
"1628",18343,"CJN-220",2020-04-07
"1629",65564,"BIO-409",2020-04-07
"1630",30038,"MATH-185",2020-04-07
"1631",39193,"MATH-431",2020-04-07
"1632",99647,"SCI-251",2020-04-07
"1633",41429,"ADG-S204",2020-04-07
"1634",64968,"ALS-361",2020-04-07
"1635",25648,"CHEM-L314",2020-04-06
"1636",66713,"PSYCH-216",2020-04-05
"1637",86994,"ENG-152",2020-04-05
"1638",41038,"PHYS-500",2020-04-05
"1639",38768,"THETR-260",2020-04-05
"1640",83499,"BIO-L333",2020-04-05
"1641",79067,"ARH-321",2020-04-04
"1642",27820,"Choose",2020-04-04
"1643",69604,"MATH-H555",2020-04-04
"1644",65247,"CMPSC-200",2020-04-04
"1645",71984,"HST-362",2020-04-03
"1646",69769,"WGS-115",2020-04-03
"1647",56070,"SF-126",2020-04-03
"1648",18094,"ENG-H130",2020-04-03
"1649",81900,"ADPR-3377",2020-04-03
"1650",77051,"SOC-242",2020-04-03
"1651",28206,"ADPR-489",2020-04-03
"1652",56089,"PHYS-363",2020-04-03
"1653",30500,"PHYS-363",2020-04-03
"1654",64968,"BIO-H333",2020-04-03
"1655",19293,"ADPR-378",2020-04-02
"1656",90389,"CJN-401",2020-04-02
"1657",65617,"HST-319",2020-04-02
"1658",41429,"WRI-101",2020-04-02
"1659",19721,"CJN-506",2020-04-01
"1660",30500,"ENG-135",2020-04-01
"1661",62964,"UES-510",2020-03-31
"1662",83910,"PHYS-213",2020-03-31
"1663",75918,"CJU-H555",2020-03-31
"1664",42355,"ADPR-340",2020-03-30
"1665",61236,"ADPR-351",2020-03-30
"1666",28022,"ENG-311",2020-03-30
"1667",28022,"PPE-510",2020-03-30
"1668",89498,"HST-382",2020-03-30
"1669",40058,"PSYCH-550",2020-03-28
"1670",32664,"POLS-365",2020-03-28
"1671",80243,"SCI-106",2020-03-28
"1672",11793,"BLKST-469",2020-03-28
"1673",76946,"BLC-AIM",2020-03-27
"1674",83499,"SOC-330",2020-03-27
"1675",57282,"PHIL-H127",2020-03-26
"1676",82746,"WGS-240",2020-03-26
"1677",42812,"ARH-206",2020-03-26
"1678",30359,"AS-511",2020-03-26
"1679",82393,"NEUR-101",2020-03-26
"1680",68934,"PSYCH-341",2020-03-25
"1681",56094,"CI-163",2020-03-25
"1682",85232,"ADI-306",2020-03-25
"1683",30500,"UES-390",2020-03-25
"1684",71984,"ENG-H525",2020-03-24
"1685",18343,"HST-530",2020-03-24
"1686",76946,"HST-321",2020-03-24
"1687",27576,"CI-149",2020-03-24
"1688",76033,"CI-147",2020-03-24
"1689",82393,"RS-111",2020-03-24
"1690",89727,"ADPR-3377",2020-03-23
"1691",80093,"HST-278",2020-03-23
"1692",78230,"THETR-266",2020-03-23
"1693",27820,"MATH-512",2020-03-23
"1694",39193,"CAS-H292",2020-03-23
"1695",80243,"UES-225",2020-03-23
"1696",62964,"THETR-488",2020-03-22
"1697",39193,"ENG-H348",2020-03-22
"1698",89498,"ALS-362",2020-03-22
"1699",65564,"PHYS-H152",2020-03-21
"1700",41474,"CI-H112",2020-03-20
"1701",70941,"CJN-415",2020-03-20
"1702",27820,"UES-301",2020-03-20
"1703",75918,"BIO-L254",2020-03-20
"1704",38657,"SOC-483",2020-03-20
"1705",39193,"ADPR-503",2020-03-20
"1706",17872,"UES-211",2020-03-20
"1707",38539,"HST-240",2020-03-19
"1708",41038,"THETR-425",2020-03-19
"1709",82393,"CMPSC-F265",2020-03-19
"1710",62892,"CAS-102",2020-03-19
"1711",24856,"HST-H555",2020-03-19
"1712",56070,"CJU-237",2020-03-18
"1713",65564,"ENG-H170",2020-03-18
"1714",27576,"ADPR-309",2020-03-18
"1715",32948,"ADF-S123",2020-03-17
"1716",15345,"ADPR-285",2020-03-17
"1717",61414,"HST-227",2020-03-17
"1718",46163,"LAWU-211",2020-03-17
"1719",19721,"ENG-141",2020-03-16
"1720",91764,"POLS-367",2020-03-16
"1721",51152,"MATH-312",2020-03-16
"1722",13549,"ADPR-506",2020-03-16
"1723",28901,"CJN-3455",2020-03-16
"1724",44209,"HST-150",2020-03-15
"1725",99647,"WRI-102",2020-03-15
"1726",49245,"EC-450",2020-03-15
"1727",70941,"ENG-389",2020-03-14
"1728",18343,"ADPR-H457",2020-03-14
"1729",71409,"ENG-321",2020-03-14
"1730",91204,"CJN-321",2020-03-14
"1731",49128,"ADPR-247",2020-03-14
"1732",99647,"CI-116",2020-03-14
"1733",68226,"ADPR-177",2020-03-14
"1734",62892,"ADF-S152",2020-03-13
"1735",44209,"CJN-507",2020-03-12
"1736",32092,"EDUC-215",2020-03-12
"1737",79067,"CJU-231",2020-03-12
"1738",17589,"ENG-371",2020-03-12
"1739",64795,"SPAN-202",2020-03-11
"1740",50335,"CJU-233",2020-03-11
"1741",19989,"SOC-244",2020-03-11
"1742",80243,"CJU-340",2020-03-11
"1743",11793,"ALS-363",2020-03-11
"1744",63888,"PHIL-219",2020-03-10
"1745",64795,"ADFA-S372",2020-03-10
"1746",56070,"CJN-293",2020-03-10
"1747",32948,"ARH-321",2020-03-10
"1748",64635,"ADG-510",2020-03-10
"1749",97258,"GVT-180",2020-03-10
"1750",17872,"UES-350",2020-03-10
"1751",24856,"SPAN-305",2020-03-10
"1752",62964,"ADPR-317",2020-03-09
"1753",89727,"CI-163",2020-03-09
"1754",70941,"LAWU-345",2020-03-09
"1755",99352,"CJU-332",2020-03-09
"1756",62892,"ALS-383",2020-03-09
"1757",30135,"EC-490",2020-03-08
"1758",70941,"WRI-100",2020-03-08
"1759",60738,"EC-442",2020-03-08
"1760",46451,"BIO-216",2020-03-08
"1761",45739,"MATH-185",2020-03-07
"1762",64968,"BIO-273",2020-03-07
"1763",42355,"ENG-H130",2020-03-06
"1764",38657,"MATH-121",2020-03-06
"1765",80975,"MATH-121",2020-03-06
"1766",64968,"PSYCH-400",2020-03-06
"1767",71984,"CI-H161",2020-03-05
"1768",86994,"ADPR-340",2020-03-05
"1769",82746,"ADPR-H506",2020-03-05
"1770",76413,"LAWU-531",2020-03-05
"1771",10446,"LAWU-201",2020-03-05
"1772",25648,"POLS-225",2020-03-04
"1773",30957,"ENG-217",2020-03-04
"1774",23069,"WGS-211",2020-03-04
"1775",99647,"ALS-362",2020-03-04
"1776",54720,"MUH-102",2020-03-04
"1777",56089,"CHEM-429",2020-03-04
"1778",89727,"PHYS-363",2020-03-03
"1779",29940,"ENG-428",2020-03-03
"1780",69769,"ENG-114",2020-03-03
"1781",62457,"HST-357",2020-03-03
"1782",90389,"PSYCH-H550",2020-03-03
"1783",24856,"WGS-340",2020-03-03
"1784",29185,"UES-330",2020-03-02
"1785",14192,"ALS-362",2020-03-02
"1786",14192,"SOC-321",2020-03-02
"1787",18094,"MUH-212",2020-03-02
"1788",39025,"SOC-221",2020-03-02
"1789",93877,"PHYS-L253",2020-03-02
"1790",41429,"CAS-H212",2020-03-02
"1791",26183,"ENG-327",2020-03-02
"1792",66713,"CJU-302",2020-03-01
"1793",80975,"THETR-129",2020-03-01
"1794",80243,"ENG-H154",2020-03-01
"1795",83499,"LAWU-H510",2020-03-01
"1796",44209,"CMPSC-345",2020-02-29
"1797",83499,"THETR-H510",2020-02-29
"1798",83499,"HST-522",2020-02-29
"1799",62892,"PHIL-123",2020-02-29
"1800",43534,"LAWU-330",2020-02-28
"1801",30038,"SCI-H109",2020-02-28
"1802",32229,"ADPR-335",2020-02-28
"1803",93877,"ENG-113",2020-02-28
"1804",12146,"ENG-H158",2020-02-28
"1805",64917,"HST-362",2020-02-28
"1806",97400,"HST-371",2020-02-27
"1807",88011,"PHIL-261",2020-02-27
"1808",76946,"HST-218",2020-02-27
"1809",56089,"BIO-274",2020-02-27
"1810",49245,"MUH-101",2020-02-27
"1811",24459,"POLS-278",2020-02-26
"1812",18094,"UES-101",2020-02-26
"1813",15738,"MUH-101",2020-02-26
"1814",32948,"SOC-348",2020-02-25
"1815",71587,"SCI-173",2020-02-25
"1816",71984,"WGS-325",2020-02-24
"1817",24459,"ADG-S204",2020-02-23
"1818",19293,"HST-274",2020-02-23
"1819",51152,"MATH-285",2020-02-23
"1820",93877,"EC-102",2020-02-23
"1821",16218,"CHEM-H112",2020-02-22
"1822",82393,"SOC-227",2020-02-22
"1823",74850,"SPAN-H555",2020-02-21
"1824",14192,"POLS-393",2020-02-21
"1825",44209,"CJN-510",2020-02-21
"1826",82746,"SCI-L173",2020-02-21
"1827",11793,"ARH-406",2020-02-21
"1828",43534,"PSYCH-326",2020-02-20
"1829",89727,"ADPR-479",2020-02-20
"1830",81971,"CJN-352",2020-02-20
"1831",15345,"BIO-111",2020-02-20
"1832",98788,"BIO-H512",2020-02-20
"1833",65247,"ARH-303",2020-02-20
"1834",10446,"PHIL-H120",2020-02-20
"1835",78230,"HST-382",2020-02-19
"1836",46163,"CI-H102",2020-02-19
"1837",99647,"EDUC-510",2020-02-19
"1838",68934,"FR-320",2020-02-18
"1839",75918,"UES-503",2020-02-18
"1840",32664,"PHIL-113",2020-02-18
"1841",86994,"PHYS-381",2020-02-17
"1842",27576,"THETR-187",2020-02-17
"1843",80051,"CJN-357",2020-02-16
"1844",76946,"HST-340",2020-02-16
"1845",77421,"POLS-528",2020-02-16
"1846",64917,"BIO-345",2020-02-16
"1847",74114,"CJN-470",2020-02-15
"1848",64968,"HST-218",2020-02-15
"1849",30135,"MATH-431",2020-02-14
"1850",42355,"UES-101",2020-02-14
"1851",47886,"UES-410",2020-02-14
"1852",88940,"UES-115",2020-02-14
"1853",23069,"CHEM-429",2020-02-14
"1854",95820,"EC-441",2020-02-14
"1855",98788,"HST-278",2020-02-13
"1856",16442,"POLS-H526",2020-02-13
"1857",86790,"PHIL-267",2020-02-13
"1858",64968,"ENG-326",2020-02-13
"1859",70941,"ENG-H130",2020-02-12
"1860",47886,"PHIL-251",2020-02-12
"1861",76510,"PHIL-219",2020-02-12
"1862",87225,"WGS-115",2020-02-12
"1863",32664,"SOC-256",2020-02-12
"1864",68934,"BIO-204",2020-02-11
"1865",71587,"ARAB-101",2020-02-11
"1866",11793,"CJN-507",2020-02-11
"1867",64917,"PHYS-153",2020-02-11
"1868",91204,"LAWU-H510",2020-02-10
"1869",64917,"CHEM-H503",2020-02-10
"1870",56070,"BLC-AIM",2020-02-09
"1871",53742,"CAS-251",2020-02-09
"1872",71608,"PSYCH-550",2020-02-09
"1873",54582,"HST-522",2020-02-09
"1874",29150,"EC-410",2020-02-08
"1875",69769,"LAWU-521",2020-02-08
"1876",79067,"THETR-200",2020-02-08
"1877",69604,"POLS-365",2020-02-08
"1878",89498,"CMPSC-F355",2020-02-08
"1879",24459,"ENG-H266",2020-02-07
"1880",60738,"POLS-224",2020-02-07
"1881",30500,"POLS-528",2020-02-07
"1882",92039,"UES-555",2020-02-06
"1883",80051,"PHYS-205",2020-02-05
"1884",40058,"AMST-101",2020-02-05
"1885",83910,"ADFA-S344",2020-02-05
"1886",74114,"ENG-123",2020-02-05
"1887",29185,"CJN-466",2020-02-04
"1888",31500,"CI-H102",2020-02-04
"1889",41038,"LAWU-211",2020-02-04
"1890",47461,"ADPR-506",2020-02-04
"1891",65617,"SCI-103",2020-02-04
"1892",82393,"POLS-521",2020-02-04
"1893",46451,"CI-H112",2020-02-04
"1894",61236,"CI-103",2020-02-03
"1895",64917,"RS-301",2020-02-03
"1896",10153,"WGS-230",2020-02-02
"1897",80093,"EC-432",2020-02-02
"1898",74850,"PSYCH-H336",2020-02-02
"1899",76094,"CHEM-355",2020-02-02
"1900",40058,"RAD-L304",2020-02-02
"1901",42621,"ADPR-510",2020-02-02
"1902",30359,"KOR-101",2020-02-02
"1903",99722,"ADPR-177",2020-02-02
"1904",80243,"POLS-201",2020-02-02
"1905",46451,"GCS-511",2020-02-02
"1906",47461,"ENG-H130",2020-02-01
"1907",83499,"THETR-433",2020-02-01
"1908",57282,"ENG-H170",2020-01-31
"1909",87753,"PSYCH-324",2020-01-31
"1910",76350,"PHYS-L152",2020-01-31
"1911",64917,"ADPR-457",2020-01-31
"1912",65617,"POLS-275",2020-01-30
"1913",80975,"UES-323",2020-01-30
"1914",80975,"FS-103",2020-01-30
"1915",81971,"CI-163",2020-01-29
"1916",90389,"PHYS-L381",2020-01-29
"1917",99352,"HST-469",2020-01-29
"1918",99647,"SPAN-301",2020-01-29
"1919",89498,"RAD-H503",2020-01-29
"1920",84155,"POLS-542",2020-01-29
"1921",69769,"SF-173",2020-01-28
"1922",61535,"LAWU-330",2020-01-28
"1923",31500,"POLS-H534",2020-01-28
"1924",46282,"POLS-361",2020-01-28
"1925",80243,"POLS-H110",2020-01-28
"1926",74850,"ADG-S219",2020-01-27
"1927",38539,"CMPSC-511",2020-01-27
"1928",19293,"ADPR-389",2020-01-27
"1929",32229,"PSYCH-510",2020-01-27
"1930",30135,"ADI-S107",2020-01-26
"1931",29150,"ARH-203",2020-01-26
"1932",69769,"CJN-361",2020-01-26
"1933",78230,"PHYS-L381",2020-01-26
"1934",44209,"SOC-301",2020-01-26
"1935",82393,"MUH-227",2020-01-26
"1936",49245,"LAWU-471",2020-01-26
"1937",27820,"ADG-S330",2020-01-25
"1938",56094,"CI-159",2020-01-25
"1939",80243,"THETR-233",2020-01-25
"1940",10153,"CI-112",2020-01-24
"1941",67031,"UES-H555",2020-01-24
"1942",99647,"PHIL-113",2020-01-24
"1943",24459,"LAWU-330",2020-01-23
"1944",15345,"UES-L226",2020-01-23
"1945",24544,"CI-141",2020-01-23
"1946",80975,"EC-490",2020-01-23
"1947",74850,"EC-480",2020-01-22
"1948",47461,"POLS-404",2020-01-22
"1949",28022,"POLS-411",2020-01-22
"1950",51979,"CI-H112",2020-01-22
"1951",88011,"MATH-511",2020-01-21
"1952",69604,"ARH-309",2020-01-21
"1953",32229,"PHIL-H316",2020-01-21
"1954",88187,"CJU-327",2020-01-21
"1955",92039,"MATH-510",2020-01-21
"1956",65247,"CAS-202",2020-01-21
"1957",88011,"ARH-H510",2020-01-20
"1958",59472,"EC-410",2020-01-20
"1959",18343,"EC-450",2020-01-20
"1960",65564,"RAD-L415",2020-01-20
"1961",32664,"ENG-130",2020-01-20
"1962",32664,"CAS-H292",2020-01-20
"1963",16218,"RAD-L415",2020-01-19
"1964",63888,"CAS-291",2020-01-19
"1965",63416,"CAS-261",2020-01-19
"1966",83910,"ADI-S398",2020-01-19
"1967",41474,"HST-H296",2020-01-18
"1968",30957,"CI-103",2020-01-18
"1969",56094,"CMPSC-F132",2020-01-18
"1970",51152,"CHEM-510",2020-01-18
"1971",77421,"SOC-113",2020-01-18
"1972",45739,"PHIL-H318",2020-01-18
"1973",97400,"HST-182",2020-01-17
"1974",31500,"ADPR-247",2020-01-17
"1975",36716,"BIO-L225",2020-01-17
"1976",42621,"POLS-H245",2020-01-17
"1977",86942,"BIO-H510",2020-01-17
"1978",22991,"WGS-311",2020-01-17
"1979",24459,"ADFA-S510",2020-01-16
"1980",70941,"BIO-474",2020-01-16
"1981",39025,"PHIL-H314",2020-01-16
"1982",77051,"ART-S209",2020-01-16
"1983",64917,"HST-347",2020-01-16
"1984",59472,"SOC-256",2020-01-15
"1985",69769,"CI-175",2020-01-15
"1986",61535,"PHIL-514",2020-01-15
"1987",91764,"CJN-483",2020-01-15
"1988",51979,"POLS-528",2020-01-15
"1989",60738,"SOC-352",2020-01-15
"1990",97071,"HST-340",2020-01-14
"1991",10153,"RAD-435",2020-01-14
"1992",29150,"BIO-285",2020-01-14
"1993",29150,"BIO-H503",2020-01-14
"1994",21343,"ALS-390",2020-01-14
"1995",64712,"CJN-2355",2020-01-14
"1996",42812,"CHEM-510",2020-01-14
"1997",54720,"ADI-S202",2020-01-14
"1998",28901,"SPAN-340",2020-01-14
"1999",44859,"ADI-S401",2020-01-13
"2000",29940,"ARH-411",2020-01-13
"2001",69769,"PSYCH-325",2020-01-13
"2002",76033,"UES-211",2020-01-13
"2003",38657,"PHYS-253",2020-01-13
"2004",67539,"BIO-H503",2020-01-12
"2005",24459,"ADPR-506",2020-01-12
"2006",29940,"CJN-415",2020-01-12
